TransactionId,HotelId,CustomerId,TransactionDate,Nights
402,380,279,2019-01-01,9
403,186,917,2019-09-01,7
404,722,95,2019-04-21,8
405,569,573,2019-07-15,7
406,630,880,2019-01-21,4
407,662,546,2019-07-24,1
408,1048,21,2019-12-18,4
409,957,694,2019-10-15,8
410,151,310,2019-06-08,2
411,516,404,2019-01-27,8
412,488,307,2019-07-07,5
413,812,219,2019-08-19,1
414,427,152,2019-06-16,3
415,653,438,2019-05-20,2
416,261,584,2019-04-15,3
417,935,80,2019-12-29,2
418,963,702,2019-12-08,6
419,797,970,2019-02-03,8
420,906,466,2019-05-21,9
421,890,781,2019-08-20,4
422,910,477,2019-04-04,4
423,433,450,2019-07-18,4
424,522,835,2019-01-12,5
425,862,485,2019-11-25,3
426,436,347,2019-06-09,5
427,263,459,2019-09-18,3
428,341,967,2019-04-04,4
429,502,627,2019-10-10,8
430,452,865,2019-12-10,6
431,569,604,2019-11-29,8
432,76,281,2019-10-05,4
433,508,240,2019-12-29,3
434,625,360,2019-04-29,7
435,345,774,2019-12-18,7
436,926,669,2019-11-26,2
437,413,130,2019-08-31,5
438,348,311,2019-11-04,6
439,887,726,2019-06-24,6
440,768,476,2019-02-22,1
441,127,826,2019-10-10,3
442,608,230,2019-03-12,8
443,774,226,2019-07-09,8
444,156,238,2019-07-09,3
445,333,938,2019-10-29,3
446,959,824,2019-05-22,8
447,59,641,2019-03-31,1
448,210,771,2019-01-23,9
449,202,416,2019-01-13,1
450,383,223,2019-10-18,5
451,639,669,2019-08-12,2
452,810,57,2019-10-09,7
453,585,89,2019-05-17,7
454,51,802,2019-09-06,9
455,66,380,2019-12-30,1
456,262,140,2019-10-26,8
457,446,548,2019-11-15,6
458,387,366,2019-03-26,4
459,863,612,2019-03-17,5
460,770,837,2019-07-02,4
461,150,453,2019-12-09,8
462,131,224,2019-01-23,8
463,170,233,2019-06-04,3
464,795,439,2019-03-27,6
465,834,757,2019-03-11,7
466,18,862,2019-01-15,6
467,588,71,2019-07-28,3
468,597,946,2019-01-31,8
469,92,649,2019-12-28,4
470,875,444,2019-11-06,1
471,543,153,2019-01-10,8
472,1016,630,2019-05-02,7
473,677,268,2019-07-28,6
474,733,265,2019-04-19,7
475,715,296,2019-06-17,8
476,348,328,2019-02-12,4
477,264,703,2019-08-23,5
478,37,654,2019-01-07,9
479,1039,495,2019-08-15,7
480,258,889,2019-07-15,4
481,190,679,2019-04-14,7
482,794,370,2019-05-01,5
483,731,435,2019-05-31,9
484,383,573,2019-10-22,1
485,934,201,2019-08-04,6
486,285,891,2019-05-26,5
487,976,797,2019-01-08,3
488,1017,742,2019-11-02,4
489,748,52,2019-11-04,2
490,583,484,2019-03-13,3
491,155,926,2019-02-21,7
492,391,111,2019-03-26,9
493,441,835,2019-12-28,5
494,106,44,2019-11-14,4
495,618,896,2019-05-16,9
496,861,605,2019-12-25,2
497,478,83,2019-03-05,9
498,1028,478,2019-01-19,5
499,418,316,2019-07-08,3
500,771,84,2019-05-23,5
501,1006,430,2019-11-20,6
502,911,51,2019-06-17,7
503,177,267,2019-04-04,4
504,242,941,2019-08-02,3
505,676,249,2019-10-13,3
506,840,600,2019-08-21,2
507,918,106,2019-11-20,3
508,706,105,2019-12-15,1
509,782,681,2019-12-25,7
510,132,947,2019-09-12,6
511,455,75,2019-06-22,8
512,553,111,2019-08-30,8
513,961,401,2019-09-15,8
514,924,509,2019-07-31,8
515,290,892,2019-05-25,2
516,222,13,2019-07-01,1
517,700,945,2019-01-16,7
518,830,438,2019-06-18,6
519,10,737,2019-07-22,5
520,340,654,2019-05-25,7
521,811,849,2019-12-20,3
522,466,960,2019-04-08,2
523,431,586,2019-03-21,8
524,362,78,2019-02-18,4
525,867,412,2019-03-02,4
526,763,908,2019-05-11,7
527,948,340,2019-01-18,5
528,70,515,2019-02-25,3
529,1037,808,2019-08-07,8
530,333,98,2019-05-14,9
531,215,825,2019-01-06,4
532,6,202,2019-02-21,1
533,791,460,2019-01-23,2
534,143,801,2019-03-01,9
535,738,740,2019-10-12,6
536,382,899,2019-04-12,9
537,456,465,2019-09-02,6
538,749,776,2019-07-20,1
539,300,892,2019-06-05,4
540,24,184,2019-04-15,9
541,80,732,2019-02-12,6
542,112,633,2019-12-09,3
543,228,419,2019-11-15,2
544,205,698,2019-10-29,5
545,173,877,2019-12-10,8
546,83,216,2019-07-21,7
547,555,6,2019-09-30,8
548,801,217,2019-06-01,8
549,619,444,2019-02-25,2
550,607,404,2019-02-05,6
551,417,693,2019-06-11,1
552,431,52,2019-04-14,5
553,863,400,2019-02-22,6
554,879,453,2019-07-09,5
555,1047,873,2019-09-03,6
556,523,834,2019-03-07,6
557,899,154,2019-05-15,6
558,425,914,2019-06-16,4
559,534,384,2019-02-11,1
560,549,570,2019-03-10,4
561,7,758,2019-09-18,7
562,312,635,2019-06-13,2
563,657,428,2019-02-11,2
564,334,975,2019-09-06,4
565,601,18,2019-04-27,4
566,269,652,2019-09-13,6
567,952,621,2019-06-26,4
568,499,739,2019-05-10,2
569,502,528,2019-08-24,9
570,104,299,2019-10-29,5
571,389,883,2019-03-04,1
572,720,507,2019-08-24,6
573,502,850,2019-05-31,6
574,1029,238,2019-12-05,8
575,629,140,2019-01-15,6
576,258,104,2019-08-17,6
577,547,659,2019-01-29,3
578,483,529,2019-08-10,7
579,914,660,2019-04-29,3
580,237,669,2019-03-23,1
581,324,906,2019-09-04,4
582,760,271,2019-02-08,5
583,1000,716,2019-02-11,8
584,730,467,2019-05-03,9
585,14,820,2019-08-20,1
586,13,937,2019-01-09,4
587,692,957,2019-08-15,6
588,889,62,2019-08-04,5
589,291,886,2019-03-16,2
590,275,746,2019-11-25,9
591,293,505,2019-03-05,8
592,278,2,2019-12-03,3
593,270,779,2019-07-25,7
594,38,511,2019-08-31,5
595,685,412,2019-07-19,1
596,254,516,2019-02-23,8
597,262,769,2019-01-03,2
598,1011,627,2019-07-14,4
599,989,262,2019-05-27,6
600,58,196,2019-03-04,7
601,254,787,2019-04-15,1
602,164,591,2019-04-10,9
603,110,840,2019-08-01,2
604,412,924,2019-08-24,5
605,643,909,2019-10-30,9
606,346,607,2019-10-28,1
607,120,587,2019-02-02,8
608,408,164,2019-09-09,3
609,934,61,2019-04-22,5
610,826,419,2019-11-19,3
611,258,620,2019-07-28,3
612,266,521,2019-10-19,3
613,760,208,2019-01-11,5
614,791,155,2019-11-08,3
615,963,815,2019-07-26,5
616,252,519,2019-08-03,9
617,876,961,2019-05-27,3
618,651,479,2019-01-16,3
619,521,455,2019-12-05,6
620,884,406,2019-11-11,8
621,121,502,2019-02-09,4
622,615,373,2019-12-13,7
623,876,869,2019-08-19,1
624,292,293,2019-12-26,8
625,868,16,2019-11-22,6
626,783,248,2019-04-24,4
627,773,751,2019-06-12,1
628,1026,782,2019-02-21,3
629,522,156,2019-02-21,5
630,662,80,2019-01-27,7
631,120,744,2019-06-08,5
632,708,32,2019-12-21,2
633,321,919,2019-09-13,1
634,184,341,2019-11-19,6
635,682,484,2019-11-15,2
636,378,471,2019-05-18,7
637,901,632,2019-09-29,5
638,88,571,2019-07-17,3
639,984,541,2019-10-27,7
640,787,22,2019-01-29,4
641,17,513,2019-06-30,1
642,899,180,2019-02-28,4
643,985,257,2019-07-31,9
644,448,360,2019-01-19,2
645,628,788,2019-04-14,3
646,710,846,2019-10-02,1
647,176,26,2019-04-30,3
648,626,877,2019-06-24,6
649,283,163,2019-06-25,6
650,114,863,2019-12-23,7
651,221,222,2019-01-03,7
652,537,880,2019-06-23,5
653,871,72,2019-04-03,1
654,688,747,2019-01-31,1
655,51,697,2019-09-12,2
656,152,279,2019-09-03,8
657,117,192,2019-02-28,2
658,188,440,2019-02-26,6
659,301,632,2019-03-20,7
660,818,702,2019-01-19,8
661,287,6,2019-06-19,1
662,136,21,2019-06-10,4
663,338,528,2019-12-20,4
664,447,266,2019-05-25,2
665,423,5,2019-01-28,7
666,786,742,2019-02-19,7
667,1030,909,2019-07-10,8
668,153,93,2019-02-05,8
669,175,287,2019-09-11,5
670,311,63,2019-07-05,3
671,953,328,2019-10-22,3
672,932,858,2019-07-15,3
673,685,34,2019-07-24,2
674,1028,808,2019-12-18,2
675,11,986,2019-08-02,4
676,53,73,2019-04-15,9
677,708,313,2019-07-22,6
678,550,944,2019-01-17,9
679,732,410,2019-02-13,2
680,761,36,2019-07-19,9
681,423,992,2019-09-18,2
682,763,821,2019-05-04,6
683,58,944,2019-09-06,3
684,1018,805,2019-10-14,2
685,350,81,2019-10-17,6
686,583,12,2019-01-25,9
687,698,124,2019-01-20,1
688,134,63,2019-08-05,4
689,785,420,2019-06-12,5
690,189,995,2019-09-24,2
691,26,309,2019-05-25,2
692,579,618,2019-11-04,6
693,100,396,2019-03-20,9
694,630,770,2019-09-23,3
695,419,277,2019-05-16,5
696,980,784,2019-11-08,5
697,42,830,2019-10-21,4
698,43,276,2019-05-21,1
699,315,625,2019-01-23,6
700,454,899,2019-01-06,6
701,119,711,2019-01-11,4
702,80,3,2019-09-23,3
703,917,678,2019-12-30,6
704,546,105,2019-03-17,8
705,240,564,2019-04-22,2
706,234,407,2019-08-02,8
707,281,165,2019-06-22,1
708,1010,838,2019-04-19,5
709,164,902,2019-10-19,9
710,618,451,2019-09-08,7
711,693,9,2019-08-15,9
712,719,993,2019-07-12,6
713,417,868,2019-04-25,9
714,844,800,2019-08-02,9
715,855,262,2019-11-22,2
716,731,676,2019-10-10,7
717,181,637,2019-02-13,8
718,155,722,2019-02-04,2
719,366,935,2019-11-25,7
720,872,900,2019-01-31,4
721,168,356,2019-11-11,4
722,286,74,2019-06-23,2
723,844,738,2019-03-27,8
724,1017,874,2019-05-29,4
725,346,334,2019-05-25,2
726,944,222,2019-06-23,8
727,530,581,2019-01-04,8
728,985,625,2019-08-20,6
729,241,325,2019-04-03,6
730,94,380,2019-09-04,1
731,854,268,2019-05-16,8
732,658,216,2019-12-10,7
733,61,302,2019-06-12,1
734,934,171,2019-08-07,8
735,518,523,2019-06-03,7
736,173,826,2019-09-14,9
737,710,699,2019-05-05,7
738,641,173,2019-02-11,7
739,940,736,2019-03-26,7
740,390,782,2019-02-18,4
741,232,281,2019-08-23,1
742,265,897,2019-01-09,1
743,429,191,2019-05-01,4
744,977,153,2019-12-23,2
745,758,175,2019-08-20,7
746,476,415,2019-11-13,4
747,639,342,2019-09-05,7
748,687,118,2019-12-25,4
749,823,562,2019-08-25,5
750,338,960,2019-07-08,7
751,537,389,2019-03-29,4
752,563,118,2019-09-25,6
753,274,488,2019-09-22,4
754,888,620,2019-04-04,8
755,229,679,2019-09-11,4
756,42,901,2019-01-05,1
757,94,80,2019-08-26,7
758,233,689,2019-02-26,1
759,177,474,2019-05-17,2
760,942,892,2019-07-26,2
761,462,275,2019-11-10,8
762,92,185,2019-02-11,7
763,708,648,2019-09-22,3
764,768,409,2019-02-28,1
765,231,821,2019-03-05,3
766,245,178,2019-12-05,5
767,1023,420,2019-09-23,3
768,967,523,2019-03-13,7
769,538,200,2019-07-14,2
770,893,299,2019-08-11,6
771,641,486,2019-09-11,2
772,953,742,2019-01-03,6
773,956,63,2019-02-09,1
774,383,465,2019-07-30,4
775,47,628,2019-09-12,8
776,872,987,2019-05-22,5
777,727,363,2019-12-02,3
778,709,848,2019-07-06,9
779,347,72,2019-04-01,4
780,702,326,2019-10-23,7
781,430,298,2019-10-15,2
782,887,92,2019-05-22,1
783,778,716,2019-09-02,8
784,111,963,2019-10-03,4
785,555,64,2019-07-23,6
786,882,792,2019-10-14,4
787,821,43,2019-03-15,1
788,936,43,2019-03-16,8
789,139,918,2019-12-30,4
790,565,432,2019-12-01,6
791,1023,570,2019-11-30,2
792,679,334,2019-10-29,3
793,770,824,2019-02-26,3
794,835,80,2019-04-04,6
795,795,190,2019-04-30,4
796,371,314,2019-01-09,5
797,561,847,2019-11-13,8
798,105,7,2019-03-25,6
799,214,41,2019-01-13,1
800,805,139,2019-02-14,9
801,328,378,2019-08-13,6
802,424,519,2019-03-20,9
803,380,30,2019-02-06,3
804,219,160,2019-09-01,9
805,337,388,2019-11-30,8
806,522,779,2019-11-09,8
807,451,206,2019-05-12,5
808,16,52,2019-12-17,8
809,240,92,2019-05-04,3
810,1023,854,2019-09-11,2
811,337,77,2019-05-23,9
812,223,228,2019-02-23,2
813,132,157,2019-06-21,7
814,932,981,2019-12-18,6
815,867,773,2019-07-04,3
816,702,421,2019-11-02,7
817,202,902,2019-02-20,4
818,542,912,2019-04-19,1
819,409,733,2019-11-26,7
820,799,700,2019-12-10,3
821,803,593,2019-12-23,1
822,132,111,2019-01-10,2
823,714,878,2019-09-24,8
824,523,374,2019-07-18,4
825,128,33,2019-06-30,7
826,576,678,2019-07-18,2
827,583,160,2019-05-04,4
828,437,657,2019-08-01,5
829,862,456,2019-09-02,1
830,865,353,2019-11-16,8
831,203,234,2019-09-26,5
832,694,931,2019-04-02,7
833,795,974,2019-09-05,5
834,370,771,2019-03-08,5
835,28,306,2019-12-01,1
836,142,792,2019-07-03,7
837,591,377,2019-07-27,2
838,734,290,2019-06-07,7
839,310,769,2019-07-12,3
840,967,60,2019-05-31,1
841,354,257,2019-08-14,4
842,509,134,2019-03-20,3
843,1004,156,2019-06-13,9
844,425,368,2019-12-26,8
845,465,439,2019-07-20,5
846,315,118,2019-07-27,9
847,481,288,2019-12-02,9
848,266,946,2019-08-10,5
849,303,665,2019-10-04,5
850,277,779,2019-09-25,9
851,531,89,2019-08-12,9
852,919,83,2019-02-28,7
853,718,823,2019-10-23,9
854,667,29,2019-04-07,3
855,558,147,2019-10-14,5
856,167,372,2019-05-08,9
857,906,594,2019-02-19,1
858,516,184,2019-06-29,8
859,304,680,2019-06-22,4
860,558,614,2019-06-17,9
861,375,13,2019-05-03,1
862,808,198,2019-06-29,7
863,9,257,2019-05-06,8
864,399,403,2019-10-09,8
865,901,153,2019-04-02,8
866,152,185,2019-07-20,4
867,956,709,2019-04-15,5
868,334,502,2019-11-17,3
869,966,279,2019-05-09,1
870,100,530,2019-08-27,4
871,545,519,2019-04-30,7
872,817,163,2019-09-18,7
873,10,278,2019-04-07,1
874,512,773,2019-12-02,2
875,960,895,2019-09-27,6
876,956,855,2019-07-22,7
877,163,696,2019-08-06,1
878,777,753,2019-11-02,9
879,463,34,2019-04-13,9
880,1002,754,2019-01-20,4
881,472,903,2019-07-21,3
882,951,191,2019-08-21,9
883,892,64,2019-04-04,4
884,53,939,2019-02-18,1
885,936,829,2019-06-22,7
886,881,835,2019-10-31,1
887,215,368,2019-10-10,9
888,728,242,2019-07-24,7
889,277,629,2019-09-06,9
890,618,429,2019-05-19,9
891,962,738,2019-05-23,7
892,264,174,2019-05-13,1
893,626,250,2019-07-31,1
894,283,772,2019-03-27,7
895,438,720,2019-05-16,5
896,866,11,2019-11-01,3
897,316,984,2019-04-04,3
898,939,433,2019-05-13,7
899,16,438,2019-07-07,4
900,626,466,2019-10-06,1
901,398,385,2019-04-07,7
902,451,590,2019-02-05,8
903,649,778,2019-02-19,4
904,591,271,2019-03-05,8
905,633,215,2019-02-10,8
906,104,802,2019-12-12,9
907,986,161,2019-07-11,3
908,609,131,2019-02-06,2
909,828,800,2019-12-28,4
910,491,40,2019-05-04,1
911,28,129,2019-03-10,5
912,365,493,2019-02-10,4
913,648,402,2019-08-12,1
914,107,188,2019-09-27,9
915,171,654,2019-11-25,4
916,993,23,2019-08-23,6
917,189,770,2019-08-11,9
918,183,590,2019-05-16,6
919,406,874,2019-02-20,9
920,513,922,2019-12-10,2
921,926,647,2019-07-04,3
922,790,69,2019-07-10,5
923,714,777,2019-09-29,1
924,255,219,2019-01-12,8
925,921,834,2019-01-24,7
926,465,350,2019-07-14,4
